COD_ASL,COD_STRUTTURA ,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ORDINARI_ACCREDITATI,TOT_POSTI_ALZHEIMER_ACCREDITATI,TOT_POSTI_ACCREDITATI,DENOM_GESTORE,P_IVA,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA/PRIVATA,ONLUS,WGS84_X,WGS84_Y,location,Limiti amministrativi 2014 delle province di Regione Lombardia,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,Comuni 2015 Polygon Semplificato Qgis
326,001720,RSA - FONDAZIONE ISTITUTO BREGOLI ONLUS,VIA PAPA PAOLO VI  1,017141,PEZZAZE,25060,BS,68,50,0,50,FONDAZIONE ISTITUTO BREGOLI ONLUS,83002270177,VIA PAPA PAOLO VI 1,017141,PEZZAZE,BS,FONDAZIONE,PRIVATO,SI,10.23617363,45.77392022,"(45.77392022, 10.23617363)",6,6,2,1385
324,001171,RSA SAN FRANCESCO,VIA PREALPI  1/A,108035,NOVA MILANESE,20834,MB,150,130,20,150,SAN FRANCESCO SOCIETA' COOPERATIVA SOCIALE,03343390963,VIA PREALPI 1/A,108035,NOVA MILANESE,MB,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.20756439,45.59596602,"(45.59596602, 9.20756439)",12,12,5,1256
321,000532,RESIDENZE SACCARDO               EDIFICIO A,VIA MASSIMIANO  19,015146,MILANO,20100,MI,108,72,36,108,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
321,000466,R.S.A. ACQUAMARINA,VIA STRADA CERCA,015024,BINASCO,20082,MI,40,0,40,40,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.10717031,45.33708924,"(45.33708924, 9.10717031)",4,4,8,36
322,002859,CASA DI RIPOSO BELLARIA,VIA MONTE CARMELO  22,013010,APPIANO GENTILE,22070,CO,127,105,22,127,FONDAZIONE BELLARIA ONLUS,02019090139,VIA MONTE CARMELO 22,013010,APPIANO GENTILE,CO,FONDAZIONE,PRIVATO,SI,8.97326356,45.7364404,"(45.7364404, 8.97326356)",2,2,3,261
321,000006,RESIDENZA ANZIANI ARZAGA,VIA ARZAGA  1,015146,MILANO,20100,MI,102,102,0,102,COMUNITÀ EBRAICA DI MILANO,03547690150,VIA SALLY MAIER 2,015146,MILANO,MI,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,9.13953201,45.45659105,"(45.45659105, 9.13953201)",4,4,8,623
325,001405,FONDAZIONE CASA DI RIPOSO G. SCARPINI,VIA SCARPINI  9,016087,COVO,24050,BG,30,30,0,30,FONDAZIONE CASA DI RIPOSO G. SCARPINI,01571950169,VIA SCARPINI 9,016087,COVO,BG,FONDAZIONE,PRIVATO,NO,9.77121319,45.50294753,"(45.50294753, 9.77121319)",5,5,1,608
328,004830,SAN FRANCESCO,VIA DON LUIGI ROVELLI  12,018115,PINAROLO PO,27040,PV,100,100,0,100,SAN FRANCESCO S.R.L.,02428650184,VIA DON LUIGI ROVELLI 12,018110,PAVIA,PV,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
327,001774,R.S.A. I CICLAMINI,VIA FRANCESCO TROMBELLI  1,020047,QUISTELLO,46026,MN,80,80,0,80,I CICLAMINI S.R.L.,02242840201,VIA FRANCESCO TROMBELLI 1,020047,QUISTELLO,MN,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
321,000117,SANTA CATERINA - FONDAZIONE ISTITUTO SACRA FAMIGLIA  ONLUS,VIA PAPA GIOVANNI PAOLO II 10/12,015211,SETTIMO MILANESE,20019,MI,80,80,0,80,FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS,00795470152,PIAZZA MONSIGNOR MONETA 1,015074,CESANO BOSCONE,MI,FONDAZIONE,PRIVATO,SI,9.06017649,45.48493986,"(45.48493986, 9.06017649)",4,4,8,721
327,001875,FONDAZIONE PIETRO SISSA,VIA VERDI  55,020035,MOGLIA,46024,MN,71,67,0,67,FONDAZIONE PIETRO SISSA,01331690204,VIA VERDI 55,020035,MOGLIA,MN,FONDAZIONE,PRIVATO,NO,10.90594017,44.93175702,"(44.93175702, 10.90594017)",9,9,4,1053
325,001392,PENSIONATO CONTESSI-SANGALLI FONDAZIONE O.N.L.U.S.,VIA DEGLI ULIVI  1,016086,COSTA VOLPINO,24062,BG,80,80,0,80,PENSIONATO CONTESSI- SANGALLI FONDAZIONE O.N.L.U.S.,01911640165,VIA DEGLI ULIVI 1,016086,COSTA VOLPINO,BG,FONDAZIONE,PRIVATO,SI,10.09364926,45.82824755,"(45.82824755, 10.09364926)",5,5,1,535
328,002153,RSA FONDAZIONE  OSPEDALE FAGNANI GALTRUCCO,VIA OSPEDALE  17,018123,ROBBIO,27038,PV,57,57,0,57,FONDAZIONE OSPEDALE FAGNANI GALTRUCCO RSA,02030510180,VIA OSPEDALE 17,018123,ROBBIO,PV,FONDAZIONE,PRIVATO,NO,8.59422038,45.29220382,"(45.29220382, 8.59422038)",7,7,6,1468
323,000951,CASA DI RIPOSO CITTA' DI CHIAVENNA,VIA RASCHI  63,014018,CHIAVENNA,23022,SO,121,100,19,119,FONDAZIONE CASA DI RIPOSO CITTÀ DI CHIAVENNA ONLUS,00524630142,VIA RASCHI 63,014018,CHIAVENNA,SO,FONDAZIONE,PRIVATO,SI,9.3962514,46.31803695,"(46.31803695, 9.3962514)",3,3,7,87
323,000980,CASA MADONNA DEL LAVORO - OPERA DON GUANELLA,VIA SPLUGA  24,014027,DUBINO,23015,SO,108,108,0,108,PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI SERVI DELLA CARITA' - OPERA DON GUANELLA,01084241007,VICOLO CLEMENTI 41,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,NO,9.42852475,46.1678235,"(46.1678235, 9.42852475)",3,3,7,62
327,001905,CASA FAMIGLIA  MADRE COLOMBA GABRIEL,VIA AMALIA FAUSTA FONDRIESCHI  8,020063,SOLFERINO,46040,MN,65,65,0,65,CASA GENERALIZIA  DELL'ISTITUTO DELLE SUORE BENEDETTINE DI CARITA',01070331002,VIA TOR DE SCHIAVI 116,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,NO,,,,,,,
322,000879,RSA CASA S.MARIA ANNUNCIATA,VIA VERDI  16,012062,CUVEGLIO,21030,VA,52,52,0,52,NUOVA ASSISTENZA- SOCIETA' COOPERATIVA SOCIALE ONLUS,01684780032,VIA BAVENO 4,003106,NOVARA,NO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.73368715,45.9025057,"(45.9025057, 8.73368715)",1,1,3,1358
321,000492,R.S.A. IPPOCRATE 1,VIA IPPOCRATE  18,015146,MILANO,20100,MI,138,118,20,138,CROCE DI MALTA SRL,03653930960,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.1651223,45.52034598,"(45.52034598, 9.1651223)",4,4,8,623
321,000296,RSA ISTITUTO SANTA SAVINA,VIA DE LEMENE  13,098031,LODI,26900,LO,83,80,0,80,EMMAUS ASSOCIAZIONE DI VOLONTARIATO SOCIETA' PER AZIONI,01457730032,VIA VERCELLI 23/A,002031,CARESANABLOT,VC,SOCIETA' PER AZIONI,PRIVATO,NO,9.50251382,45.31158403,"(45.31158403, 9.50251382)",11,11,8,13
322,000699,RESIDENZA PREALPINA,VIA PORA 3/5,012063,CUVIO,21030,VA,85,85,0,85,PREALPINA COOPERATIVA SOCIALE,02852990122,VIA DAZIO VECCHIO 4,012133,VARESE,VA,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,8.71785447,45.89080332,"(45.89080332, 8.71785447)",1,1,3,1489
321,000321,DON GIUSEPPE CUNI,VIA DANTE  2,015130,MAGENTA,20013,MI,100,60,40,100,AZIENDA SPECIALE CONSORTILE SERVIZI ALLA PERSONA,04956380960,VIA DANTE 2,015130,MAGENTA,MI,AZIENDA SPECIALE CONSORTILE,PUBBLICO,NO,8.88522179,45.47086822,"(45.47086822, 8.88522179)",4,4,8,658
328,002191,FONDAZIONE MARZOTTO,VIA LOMELLINA  52,018102,MORTARA,27036,PV,95,95,0,95,FONDAZIONE MARZOTTO,00168200244,VIA G. MARZOTTO 3,024111,VALDAGNO,VI,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,8.74458297,45.24637364,"(45.24637364, 8.74458297)",7,7,6,1417
327,002001,RESIDENZA SANITARIA ASSISTITA UNITA' GERIATRICA RIABILITATIVA  ONLUS,VIA DANTE ALIGHIERI  41,020021,CURTATONE,46010,MN,40,40,0,40,UNITÀ GERIATRICA RIABILITATIVA  ONLUS,01541030209,VIA DANTE ALIGHIERI 41,020021,CURTATONE,MN,ASSOCIAZIONE,PRIVATO,SI,10.74034868,45.13669596,"(45.13669596, 10.74034868)",9,9,4,984
321,036366,RSA SERENI ORIZZONTI RODANO,VIA ALCIDE DE GASPERI  4,015185,RODANO,20090,MI,90,,,0,SERENI ORIZZONTI 1 SPA,02833470301,VIA VITTORIO VENETO 45,030129,UDINE,UD,SOCIETA' PER AZIONI,PRIVATO,NO,9.35265405,45.47516547,"(45.47516547, 9.35265405)",4,4,8,705
325,013281,RESIDENZA PRIMAVERA,VIA LEGA LOMBARDA  12,016003,ALBANO SANT'ALESSANDRO,24061,BG,120,120,0,120,RESIDENZA PRIMAVERA SRL,04162770160,VIA LEGA LOMBARDA 12,016003,ALBANO SANT'ALESSANDRO,BG,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.77233727,45.68411873,"(45.68411873, 9.77233727)",5,5,1,665
322,002776,FONDAZIONE GIUSEPPINA PRINA - ONLUS,PIAZZA PRINA  1,013095,ERBA,22036,CO,202,182,20,202,FONDAZIONE GIUSEPPINA PRINA - ONLUS,01224400133,PIAZZA PRINA 1,013095,ERBA,CO,FONDAZIONE,PRIVATO,SI,9.22365389,45.81035205,"(45.81035205, 9.22365389)",2,2,3,338
321,000380,R.S.A. SANTA FRANCESCA CABRINI,VIA COGOZZO  12,098050,SANT'ANGELO LODIGIANO,26866,LO,133,123,0,123,FONDAZIONE MADRE CABRINI - ONLUS,04712690967,VIA COGOZZO 12,098050,SANT'ANGELO LODIGIANO,LO,FONDAZIONE,PRIVATO,SI,9.40029585,45.2351662,"(45.2351662, 9.40029585)",11,11,8,31
327,001992,FONDAZIONE BEVILACQUA RIZZI,VIA OBERDAN  15,019003,ANNICCO,26021,CR,40,36,0,36,FONDAZIONE BEVILACQUA RIZZI ONLUS,00894300193,VIA OBERDAN 15,019003,ANNICCO,CR,FONDAZIONE,PRIVATO,SI,9.88473712,45.24417718,"(45.24417718, 9.88473712)",8,8,4,1517
322,002814,PAPA GIOVANNI XXIII,PIAZZA A. VOLTA 27,013227,TURATE,22078,CO,41,41,0,41,SAN GIACOMO S.R.L.,02644040137,VIA ACCADEMIA 48,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.00198135,45.65490065,"(45.65490065, 9.00198135)",2,2,3,308
328,002166,DON GIUSEPPE GENNARO,VIA L. DA VINCI 1,018069,GARLASCO,27026,PV,163,158,0,158,OPERA CHARITAS S. ANNA,01238910184,VIA L. DA VINCI 1,018069,GARLASCO,PV,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,8.93580118,45.19104937,"(45.19104937, 8.93580118)",7,7,6,1217
325,001442,FONDAZIONE BEPPINA E FILIPPO MARTINOLI CASA DELLA SERENITA' - ONLUS,VIA PIERO GOBETTI  39,016128,LOVERE,24065,BG,110,71,39,110,FONDAZIONE BEPPINA E FILIPPO MARTINOLI CASA DELLA SERENITA' - ONLUS,01524280169,VIA PIERO GOBETTI 39,016128,LOVERE,BG,FONDAZIONE,PRIVATO,SI,10.07959212,45.82158264,"(45.82158264, 10.07959212)",5,5,1,572
321,000213,RSA DOMUS PATRIZIA SRL,VIA PIER LOMBARDO  20,015146,MILANO,20100,MI,84,84,0,84,DOMUS PATRIZIA S.R.L.,00854910189,LARGO 1° MAGGIO 39,018069,GARLASCO,PV,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.2076314,45.4537634,"(45.4537634, 9.2076314)",4,4,8,623
321,000680,RSA GIUSEPPE GEROSA BRICHETTO,VIA MECENATE  96,015146,MILANO,20100,MI,120,120,0,120,C.A.D.I.A.I. COOPERATIVA SOCIALE,00672690377,VIA BOLDRINI 8,037006,BOLOGNA,BO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.2522359,45.44970395,"(45.44970395, 9.2522359)",4,4,8,623
328,002227,CASA SACRA FAMIGLIA,VIA GARIBALDI  49,018113,PIEVE DEL CAIRO,27037,PV,66,66,0,66,CROCE DI MALTA SRL,03653930960,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,8.80463844,45.04891648,"(45.04891648, 8.80463844)",7,7,6,1459
322,002775,FOSCOLO,VIA S. LORENZO 10,013114,GUANZATE,22070,CO,68,68,0,68,LA VILLA SRL,05849560486,VIA BENEDETTO DA FOIANO 14,048017,FIRENZE,FI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
327,001944,FONDAZ. OSPED. G. ARAGONA IST. GER. E RIAB. ONLUS,VIA GRASSELLI BARNI  47,019090,SAN GIOVANNI IN CROCE,26037,CR,65,65,0,65,FONDAZIONE OSPEDALE GIUSEPPE ARAGONA ISTITUTO GERIATRICO E RIABILITATIVO ONLUS,00296100191,"VIA GRASSELLI BARNI, 47",019090,SAN GIOVANNI IN CROCE,CR,FONDAZIONE,PRIVATO,SI,10.37532264,45.07704248,"(45.07704248, 10.37532264)",8,8,4,789
323,002884,CASA DI RIPOSO FERRIERE E FONDERIE DONGO,VIA GARIBALDI  10,013090,DONGO,22014,CO,66,52,0,52,CASA DI RIPOSO FERRIERE E FONDERIE DONGO,00701890139,VIA GARIBALDI 10,013090,DONGO,CO,FONDAZIONE,PRIVATO,SI,9.28224346,46.12343887,"(46.12343887, 9.28224346)",2,2,7,316
327,001860,FONDAZ.CASA RIPOSO OSP.DEI POVERI PANDINO ONLUS,VIA DELLA VIGNOLA  3,019067,PANDINO,26025,CR,106,103,0,103,FONDAZIONE CASA DI RIPOSO OSPEDALE DEI POVERI DI PANDINO - ONLUS,00871270195,VIA DELLA VIGNOLA 3,019067,PANDINO,CR,FONDAZIONE,PRIVATO,SI,9.54573413,45.40874228,"(45.40874228, 9.54573413)",8,8,4,823
325,001325,RSA CASA DI RIPOSO VILLA SERENA,VIA ARIO MUCIANO  26,016174,PREDORE,24060,BG,25,25,0,25,UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE,01818390302,VIA CIVIDINA 41/A,030129,UDINE,UD,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,10.02033086,45.68012386,"(45.68012386, 10.02033086)",5,5,1,379
328,002033,CASA SERENA,VIALE MARIO PAVESI  22,018050,CILAVEGNA,27024,PV,264,200,63,263,AZIENDA SPECIALE CASA SERENA,01986290185,VIA DI VITTORIO 22,018050,CILAVEGNA,PV,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,,,,,,,
325,001391,CASA HONEGGER,VIA B. CRESPI 9,016004,ALBINO,24021,BG,140,120,20,140,FONDAZIONE HONEGGER R.S.A.,01724950165,VIA CAPPUCCINI 10,016004,ALBINO,BG,FONDAZIONE,PRIVATO,SI,9.7888956,45.75790889,"(45.75790889, 9.7888956)",5,5,1,666
322,002774,KAROL WOJTYLA,PIAZZA DON FRANCESCO LANZANI  1,013188,PONTE LAMBRO,22037,CO,64,64,0,64,GESTIO SRL,08039010965,PIAZZA SANT AGOSTINO 24,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
322,000704,CENTRO POLIFUNZIONALE PER LA TERZA ETÀ,VIA T. TASSO 58,012026,BUSTO ARSIZIO,21052,VA,81,81,0,81,BUSTO CARE-CONSORZIO DI COOPERATIVE-COOPERATIVA SOCIALE,03608150128,VIA TORQUATO TASSO 58,012026,BUSTO ARSIZIO,VA,CONSORZIO DI COOPERATIVE SOCIALI,PRIVATO,NO,8.87094485,45.61766101,"(45.61766101, 8.87094485)",1,1,3,1159
326,001608,RSA - EVARISTO ALMICI,VIA SANTUARIO  3,017161,REZZATO,25086,BS,56,55,0,55,AZIENDA SPECIALE EVARISTO ALMICI,02416190987,VIA SANTUARIO 3,017161,REZZATO,BS,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,10.3126105,45.51743163,"(45.51743163, 10.3126105)",6,6,2,803
327,001986,FONDAZIONE GUIDA DR. VENCESLAO O.N.L.U.S.,VIA SESTO  10,019001,ACQUANEGRA CREMONESE,26020,CR,44,41,0,41,FONDAZIONE GUIDA DR. VENCESLAO O.N.L.U.S.,00922530191,VIA SESTO 10,019001,ACQUANEGRA CREMONESE,CR,FONDAZIONE,PRIVATO,SI,9.88825254,45.18449555,"(45.18449555, 9.88825254)",8,8,4,1516
326,001723,RSA - FONDAZIONE  DANTE CUSI ONLUS,VIA DANTE CUSI  12,017073,GAMBARA,25020,BS,42,40,0,40,FONDAZIONE DANTE CUSI ONLUS,88001270177,VIA DANTE CUSI 12,017073,GAMBARA,BS,FONDAZIONE,PRIVATO,SI,10.29576437,45.25385366,"(45.25385366, 10.29576437)",6,6,2,1309
325,001413,CASA DI RIPOSO P. A. FACCANONI ONLUS,VIA VITTORIO VENETO  72,016193,SARNICO,24067,BG,104,104,0,104,CASA DI RIPOSO P.A. FACCANONI ONLUS,01523020160,VIA VITTORIO VENETO 72,016193,SARNICO,BG,FONDAZIONE,PRIVATO,SI,9.96032234,45.66798675,"(45.66798675, 9.96032234)",5,5,1,403
322,002853,CASA SANTA MARIA DELLA PROVVIDENZA,VIA STATALE PER LECCO  20,013075,COMO,22100,CO,66,66,0,66,ISTITUTO DELLE FIGLIE DI SANTA MARIA DELLA DIVINA PROVVIDENZA,01062811003,PIAZZA SAN PANCRAZIO 9,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,SI,9.1046576,45.80233615,"(45.80233615, 9.1046576)",2,2,3,204
323,000922,CASA DI RIPOSO G.M. VENZOLI,VIA ROGGIALE  1,014034,GROSOTTO,23034,SO,73,70,0,70,COMUNE DI GROSOTTO,00090290149,VIA ROMA 2,014034,GROSOTTO,SO,COMUNE,PUBBLICO,NO,10.25694797,46.27832289,"(46.27832289, 10.25694797)",3,3,7,104
321,000628,FONDAZIONE CASA DI RIPOSO CITTÀ DI  ABBIATEGRASSO ONLUS,STRADA PER CASSINETTA  25,015002,ABBIATEGRASSO,20081,MI,91,80,10,90,FONDAZIONE CASA DI RIPOSO CITTÀ DI  ABBIATEGRASSO ONLUS,09345870159,STRADA PER CASSINETTA 25,015002,ABBIATEGRASSO,MI,FONDAZIONE,PRIVATO,SI,8.90951803,45.41306159,"(45.41306159, 8.90951803)",4,4,8,150
321,000371,RSA S. GIUSEPPE,VIA ARCO NUOVO  16,015062,CASTANO PRIMO,20022,MI,70,70,0,70,PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI SERVI DELLA CARITA' - OPERA DON GUANELLA,01084241007,VICOLO CLEMENTI 41,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,NO,,,,,,,
324,001142,CASA MADONNA DELLA FIDUCIA,VIA F.LLI CALVI 62,097013,CALOLZIOCORTE,23801,LC,93,88,0,88,PARROCCHIA S. MARTINO VESCOVO CASA MADONNA DELLA FIDUCIA,00999300163,PIAZZA ARCIPRESBITERALE 3,097013,CALOLZIOCORTE,LC,ENTE ECCLESIASTICO,PRIVATO,NO,9.43888814,45.79675425,"(45.79675425, 9.43888814)",10,10,5,953
328,002167,CONIUGI  LAVATELLI,VIA S. GIORGIO 24,018035,CASSOLNOVO,27023,PV,67,67,0,67,OPERA CHARITAS S. ANNA,01238910184,VIA L. DA VINCI 1,018069,GARLASCO,PV,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,8.81061827,45.36617176,"(45.36617176, 8.81061827)",7,7,6,1109
326,001572,RSA - DON AMBROGIO CACCIAMATTA,VIA PER ROVATO  13/D,017085,ISEO,25049,BS,114,105,0,105,DON AMBROGIO CACCIAMATTA - FRATELLI GUERINI ONLUS,03595720172,VIA PER ROVATO 13/D,017085,ISEO,BS,FONDAZIONE,PRIVATO,SI,10.04198075,45.6567635,"(45.6567635, 10.04198075)",6,6,2,979
326,001619,RSA - FONDAZIONE G.B. BIANCHI ONLUS,VIA CAVOUR 32/34,017187,TOSCOLANO MADERNO,25088,BS,84,80,0,80,FONDAZIONE G.B. BIANCHI ONLUS,87001030177,VIA CAVOUR 32/34,017187,TOSCOLANO-MADERNO,BS,FONDAZIONE,PRIVATO,SI,10.6044543,45.63888049,"(45.63888049, 10.6044543)",6,6,2,879
322,002737,CASA ANZIANI INTERCOMUNALE,VIA SOMAZZO  7,013228,UGGIATE TREVANO,22029,CO,104,104,0,104,AZIENDA SPECIALE CONSORTILE CASA ANZIANI INTERCOMUNALE,01750930131,VIA SOMAZZO 7,013228,UGGIATE-TREVANO,CO,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,8.95993851,45.82660824,"(45.82660824, 8.95993851)",2,2,3,309
326,001649,RSA - FONDAZIONE RESIDENZA BERARDI MANZONI ONLUS,VIA S. BERNARDINO 63/B,017165,RONCADELLE,25030,BS,43,43,0,43,FONDAZIONE RESIDENZA BERARDI MANZONI ONLUS,80011870179,VIA SAN BERNARDINO 63/B,017165,RONCADELLE,BS,FONDAZIONE,PRIVATO,SI,10.14690062,45.52964419,"(45.52964419, 10.14690062)",6,6,2,836
325,001421,OPERA PIA OLMO ONLUS,VIA CAVOUR  6,016153,OSIO SOTTO,24046,BG,60,60,0,60,FONDAZIONE OPERA PIA OLMO O.N.L.U.S.,02620270161,VIA CAVOUR 6,016153,OSIO SOTTO,BG,FONDAZIONE,PRIVATO,SI,9.59456833,45.61769665,"(45.61769665, 9.59456833)",5,5,1,422
325,001333,OPERA PIA CARITAS - ONLUS R.S.A. CASA SANTA MARIA,VIA CA' NOA  8,016253,VAL BREMBILLA,,BG,86,86,0,86,PARROCCHIA SAN LORENZO MARTIRE IN ZOGNO,00778670166,VIALE MARTIRI DELLA LIBERTA' 6,016246,ZOGNO,BG,ENTE ECCLESIASTICO,PRIVATO,SI,9.59520637,45.80827072,"(45.80827072, 9.59520637)",5,5,1,490
322,000754,FONDAZIONE BELLORA ONLUS,PIAZZA GIOVINE ITALIA  1,012070,GALLARATE,21013,VA,90,90,0,90,FONDAZIONE BELLORA ONLUS,01837120128,PIAZZA GIOVINE ITALIA 1,012070,GALLARATE,VA,FONDAZIONE,PRIVATO,SI,8.79033818,45.65597726,"(45.65597726, 8.79033818)",1,1,3,1367
324,001144,CASA DI RIPOSO MONTICELLO - AZIENDA SPECIALE DEL COMUNE DI MONTICELLO BRIANZA,VIA GIUSEPPE SIRTORI  1,097054,MONTICELLO BRIANZA,23876,LC,126,126,0,126,AZIENDA SPECIALE DEL COMUNE DI MONTICELLO BRIANZA CASA DI RIPOSO MONTICELLO,02934280138,VIA GIUSEPPE SIRTORI 1,097054,MONTICELLO BRIANZA,LC,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,9.31199898,45.70767511,"(45.70767511, 9.31199898)",10,10,5,1030
328,002151,CASA PER L'ANZIANO,VIA GRAMSCI  16,018109,PARONA,27020,PV,61,61,0,61,AZIENDA SPECIALE PARONA,02487890184,VIA GRAMSCI 16,018109,PARONA,PV,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,8.75158855,45.28104688,"(45.28104688, 8.75158855)",7,7,6,1206
322,002818,FONDAZIONE MICHELA E FRANCO FORNASARI,VIA VARESE  66,013159,MOZZATE,22076,CO,,,,,FONDAZIONE OPERA PIA COLLEONI DE MAESTRI ONLUS,03690110154,VIA COLLEONI 5,015062,CASTANO PRIMO,MI,FONDAZIONE,PRIVATO,SI,8.95223517,45.67434864,"(45.67434864, 8.95223517)",2,2,3,1284
327,001868,RSA FONDAZIONE CONTE CARLO BUSI,VIA FORMIS  4,019021,CASALMAGGIORE,26041,CR,175,150,15,165,FONDAZIONE  CONTE CARLO BUSI ONLUS,01322210194,VIA FORMIS 4,019021,CASALMAGGIORE,CR,FONDAZIONE,PRIVATO,SI,10.41546437,44.98958011,"(44.98958011, 10.41546437)",8,8,4,854
327,001824,FONDAZIONE BENEFATTORI CREMASCHI ONLUS,VIA ZURLA  1,019035,CREMA,26013,CR,200,180,20,200,FONDAZIONE BENEFATTORI CREMASCHI ONLUS,01319070197,"VIA KENNEDY, 2",019035,CREMA,CR,FONDAZIONE,PRIVATO,SI,9.68558754,45.365212,"(45.365212, 9.68558754)",8,8,4,72
324,001118,FONDAZIONE CASA DI RIPOSO DR. LUIGI E  REGINA SIRONI ONLUS,VIA LOCATELLI  9,097057,OGGIONO,23848,LC,79,66,0,66,FONDAZIONE CASA DI RIPOSO DR. LUIGI E  REGINA SIRONI ONLUS,00651260135,VIA LOCATELLI 9,097057,OGGIONO,LC,FONDAZIONE,PRIVATO,SI,9.35166642,45.78994824,"(45.78994824, 9.35166642)",10,10,5,1033
327,001975,FONDAZIONE ESILDA E FRANCESCO SOLDI ONLUS,VIA GARIBALDI  93,019113,VESCOVATO,26039,CR,135,135,0,135,FONDAZIONE ESILDA E FRANCESCO SOLDI ONLUS,00748800190,VIA GARIBALDI 93,019113,VESCOVATO,CR,FONDAZIONE,PRIVATO,SI,10.16872824,45.17573674,"(45.17573674, 10.16872824)",8,8,4,1090
327,001997,CASA DI RIPOSO RESIDENZA ALLA PACE,VIA G.MATTEOTTI 2,020073,,,MN,42,42,0,42,COOPERATIVA SERVIZI E SOLIDARTIETA' SOCIALE RESIDENZA ALLA PACE ONLUS,01665900203,VIA RONCADA 5,020073,BORGOCARBONARA,MN,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
323,000913,BELLAVISTA,VIA BERTACCHI  8,014060,SONDALO,23035,SO,48,48,0,48,FONDAZIONE FRANCESCO SICCARDI - ONLUS,01018720142,VIA G. BERTACCHI 8,014060,SONDALO,SO,FONDAZIONE,PRIVATO,SI,10.31809315,46.33109533,"(46.33109533, 10.31809315)",3,3,7,133
326,001640,RSA - LORENZO E GIANNA ZIROTTI,VIA ALLEGRA  2,017169,SALE MARASINO,25057,BS,94,60,0,60,COMUNE SALE MARASINO,80015470174,VIA MAZZINI 75,017169,SALE MARASINO,BS,COMUNE,PUBBLICO,NO,10.11225493,45.71111237,"(45.71111237, 10.11225493)",6,6,2,753
