Ticket number,Issue Date 1,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4309655862,2017-07-05,1253,,,NY,201805,,HOND,PA,BK,3505 EMMA AVE,00678,56,80.69BS,NO PARK/STREET CLEAN,73,6499907.26342652,1850562.24682369
4309874531,2017-07-28,1323,,,TX,201408,,GEO,PA,BK,9822 HAINES CANYON AVE,00321,53,80.73.2,EXCEED 72HRS-ST,68,6477216.37063654,1912275.3866659
4309987566,2017-07-05,1241,,,CA,201710,,HOND,PA,SL,5700 WISH AVENUE,00362,53,80.69BS,NO PARK/STREET CLEAN,73,6408653.239528,1886305.885276
4310226001,2017-07-05,1028,,,CA,201704,,HOND,PA,GY,1814 N KINGSLEY DR,00442,54,80.69BS,NO PARK/STREET CLEAN,73,6469787.622186,1860408.563603
4310230293,2017-07-27,2149,,,CA,201711,,VOLV,PA,WT,7931 MORELLA AVENUE,00316,53,80.69.1A,COMM TRAILER/22 FT.,78,6443771.027495,1900783.163332
4310401605,2017-07-12,1344,,,CA,201712,,NISS,PA,SL,6900 HAWTHORN AVE,00485,54,80.56E1,WHITE ZONE,58,6458719.509453,1859071.049146
4310447831,2017-07-26,1138,MD57,,CA,201712,,HOND,PA,BL,1001 BRITTANIA ST,00600,56,88.03A,OUTSIDE LINES/METER,58,6498265.742084,1842654.808882
4310471631,2017-07-31,1238,,,CA,201803,,TOYT,PA,RD,15415 ARCHWOOD STREET,00362,53,80.69BS,NO PARK/STREET CLEAN,73,6419936.63831147,1892951.74044695
4310574973,2017-07-24,1015,,,CA,201807,,HOND,PA,TN,14982 PADDOCK ST,00323,53,80.73.2,EXCEED 72HRS-ST,68,6422941.79823826,1930796.54182894
4310595671,2017-07-13,809,,,UT,,,HOND,PA,GY,601 KENMORE AV S,00461,54,80.69BS,NO PARK/STREET CLEAN,73,6471824.021586,1845656.010801
4310699293,2017-07-05,1512,,,CA,201708,,KIA,PA,SL,600 MOULTON AVE,00635,56,80.73.2,EXCEED 72HRS-ST,68,6495359.815342,1846458.142183
4310707240,2017-07-01,2058,,,CA,201801,,HYUN,PA,GY,222 HOPE ST N,00600,56,80.69AP+,NO STOP/STANDING,93,6485357.829178,1842502.100081
4310723421,2017-07-10,1515,,,CA,,,JAGU,PA,WT,1154 HIGHLAND AVE N,00484,54,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163,6459148.255569,1855940.14842
4310741363,2017-07-10,851,,,CA,201804,,NISS,PA,BK,1410 N GULF AVE,00564,55,80.69BS,NO PARK/STREET CLEAN,73,6478430.2175729,1746366.07142322
4310762676,2017-07-06,1124,,,CA,201806,,HYUN,PA,WT,9765 REMICK AVE,00391,53,22500E,BLOCKING DRIVEWAY,68,6433564.24447423,1913044.76739704
4310774414,2017-07-20,1755,HP26390,,CA,201707,,NISS,PA,GY,116 AVENUE 56 S,00672,56,88.63B+,OFF STR/OVERTIME/MTR,58,6502847.979191,1862134.156164
4310927865,2017-07-03,1239,,,CA,201609,,TOYT,PA,RD,1364 SOUTH CLOVERDALE AVENUE,00101,51,80.69BS,NO PARK/STREET CLEAN,73,6455270.911258,1840378.559671
4311082974,2017-07-05,1010,,,CA,201709,,TOYT,PU,GN,13520 FOOTHILL BOULEVARD,00341,53,80.69BS,NO PARK/STREET CLEAN,73,6432364.484945,1933863.944586
4311128894,2017-07-01,1120,CB154,,CA,201711,,JEEP,PA,BK,1400 HOPE ST S,00600,56,88.13B+,METER EXP.,63,6480919.625585,1836371.180501
4311138532,2017-07-27,1608,,,CA,,,FORD,CM,WT,640 HILL ST S,00600,56,80.56E4+,RED ZONE,93,6484826.360634,1839495.588378
4311145193,2017-07-07,2320,,,CA,201709,,LEXS,PA,MR,11223 CHANDLER BLVD,00309,53,80.69B,NO PARKING,73,6448235.481074,1883767.492367
4311145440,2017-07-09,2121,81,,CA,201704,,TOYT,PA,GY,11330 WOODBRIDGE ST,00315,53,80.58L,PREFERENTIAL PARKING,68,6447331.223247,1876660.175141
4311186821,2017-07-05,1050,,,CA,201803,,FORD,PA,WT,1159 KENISTON AVENUE,111R,51,80.69BS,NO PARK/STREET CLEAN,73,6459474.63123934,1842226.17288718
4311247754,2017-07-15,1248,PM85,,CA,201806,,TOYT,PA,WT,3700 DELMAS TER,00904,51,88.13B+,METER EXP.,63,6440691.835001,1831974.41585
4311349696,2017-07-05,1813,13,,CA,201803,,SUZI,PA,RD,414 NORTH HAYWORTH AVENUE,00401,54,80.58L,PREFERENTIAL PARKING,68,6451852.284333,1851140.604845
4311372940,2017-07-19,1941,WH427,,CA,,,CHEV,PA,BK,22800 VENTURA BL,00300,53,88.13B+,METER EXP.,63,6373119.801878,1883389.675937
4311416432,2017-07-03,1442,,,CA,201708,,AUDI,PA,BK,733 NORTH HUDSON AVENUE,00474,54,80.69BS,NO PARK/STREET CLEAN,73,6461120.204162,1853331.376757
4311435155,2017-07-01,855,CB899,,CA,201803,,TOYT,PA,SL,800 FLOWER ST S,6T6,56,88.13B+,METER EXP.,63,6420213.830503,1822994.01313
4311448175,2017-07-03,831,,,CA,8,,MNNI,PA,GY,2014 N VISTA DEL MAR,00442,54,80.69BS,NO PARK/STREET CLEAN,73,6463589.297421,1861638.25357
4311460856,2017-07-12,1119,,,CA,201801,,GRUM,CM,BN,318 6TH ST W,00600,56,80.69AP+,NO STOP/STANDING,93,6485151.792213,1839583.973427
4311505225,2017-07-20,906,,,CA,201804,,TOYT,VN,WT,25518 BELLE PORTE AVE,00500,55,80.69BS,NO PARK/STREET CLEAN,73,6470159.440639,1746926.773873
4311513581,2017-07-08,723,,,CA,12,,NISS,PA,WT,807 GARLAND AVE,00631,56,80.56E4+,RED ZONE,93,6480572.901586,1840525.567484
4311517523,2017-07-05,1428,AE518A,,CA,201712,,GMC,PU,GN,400 DUCOMMUN ST,00657,56,88.13B+,METER EXP.,63,6489662.247933,1841676.434474
4311553201,2017-07-10,348,,,CA,201707,,HOND,PA,BK,6202 WILLOUGHBY AVENUE,00401,54,5200,DISPLAY OF PLATES,25,6461778.84772899,1854246.3653807
4311611931,2017-07-20,1216,,,CA,201708,,HOND,PA,GY,1200 INGRAHAM ST,00600,56,80.69BS,NO PARK/STREET CLEAN,73,6481293.557679,1841500.857915
4311620390,2017-07-13,718,,,CA,201804,,TOYT,PA,BK,5241 MELROSE AVE W,00403,54,80.69AP+,NO STOP/STANDING,93,6466491.397322,1852919.700845
4311623982,2017-07-12,1817,BF169,,NY,,,JEEP,PA,RD,7624 MELROSE AV,00402,54,88.13B+,METER EXP.,63,6453922.919743,1853029.1052
4311651886,2017-07-01,750,,,CA,4,,HYUN,PA,BK,622 ALPINE STREET,00600,56,80.56E2,YELLOW ZONE,58,6488459.62257953,1845578.08297891
4311657125,2017-07-05,1539,,,CA,201706,,UNK,CM,WT,7019 HOLLYWOOD BLVD,00485,54,80.66.1D,RESTRICTED TAXI ZONE,68,6458031.201533,1859513.512226
4311660231,2017-07-14,1117,GA44,,CO,,,HYUN,PA,RD,3605 GLENFELIZ BL,00674,56,88.13B+,METER EXP.,63,6482012.334107,1864785.67291
4311704913,2017-07-21,1219,WA481,,CA,201707,,TOYT,PA,BL,600 PARK VIEW ST S,00451,54,88.13B+,METER EXP.,63,6477305.954902,1844761.822275
4311729284,2017-07-12,841,,,CA,201801,,MNNI,PA,WT,623 MARIPOSA AVE N,00451,54,80.69BS,NO PARK/STREET CLEAN,73,6471048.601665,1845430.130856
4311797571,2017-07-07,1345,CT544,,CA,201804,,HOND,PA,SL,701 SPRING ST N,00600,56,88.03A,OUTSIDE LINES/METER,58,6489617.434651,1844243.635151
4311809692,2017-07-14,1059,095,,CA,201708,,MERZ,PA,WT,418 57TH ST E,00500,55,80.58L,PREFERENTIAL PARKING,68,6476351.315621,1819070.113068
4311820796,2017-07-09,1653,CB1762,,CA,201707,,CHEV,PA,BL,110 12TH ST E,00600,56,88.13B+,METER EXP.,63,6482987.593618,1836244.916324
4311827892,2017-07-18,1301,13,,CA,201711,,SUBA,PA,OT,100 LAUREL AV S,00472,54,80.58L,PREFERENTIAL PARKING,68,6451208.199144,1849617.792681
4311842614,2017-07-07,1019,,,CA,201709,,NISS,PA,BG,1751 KENT ST,00645,56,80.69BS,NO PARK/STREET CLEAN,73,6481900.734512,1849352.134274
4311842706,2017-07-07,1213,,,CA,201712,,LNDR,PA,BK,713 WESTLAKE AVE S,00645,56,80.69BS,NO PARK/STREET CLEAN,73,6478139.87034,1842778.294157
4311849625,2017-07-14,654,,,CA,201802,,MERZ,PA,BK,675 NORTH SYCAMORE AVENUE,00402,54,5200,DISPLAY OF PLATES,25,6457875.511259,1852783.555555
4311849765,2017-07-16,606,,,CA,201701,,TOYT,PA,BK,635 GRAMERCY PL S,00402,54,5204A-,DISPLAY OF TABS,25,6466926.333291,1845409.727866
4311856614,2017-07-05,1306,,,CO,201710,,LEXS,PA,WT,2424 WILSHIRE BLVD,00453,54,80.56E1,WHITE ZONE,58,6476927.572007,1844249.440531
4311869192,2017-07-18,1934,225,,CA,201806,,TOYT,PA,BK,13200 PARKLAND CIRCLE,00310,53,80.58L,PREFERENTIAL PARKING,68,6434302.566146,1941866.264895
4311886541,2017-07-19,833,,,CA,201706,,TOYT,PA,SL,4409 CLINTON ST,00461,54,80.69BS,NO PARK/STREET CLEAN,73,6471352.532572,1852080.547179
4311938444,2017-07-12,1604,,,CA,201702,,YAMA,MC,BK,211 6TH ST W,00600,56,5204A-,DISPLAY OF TABS,25,6485607.973582,1839227.355759
4311941701,2017-07-01,1550,,,CA,201803,,HOND,PA,WT,300 LOS ANGELES ST S,00610,56,80.56E4+,RED ZONE,93,6487532.649559,1840128.696104
4311954743,2017-07-10,2317,,,CA,201710,,HYUN,PA,BK,2101 ELLENDALE PLACE,00500,55,22500E,BLOCKING DRIVEWAY,68,6474127.090045,1835761.202795
4311977703,2017-07-14,2218,,,CA,201708,,TOYT,PU,GY,15011 DELANO STREET,00310,53,80.69B,NO PARKING,73,6422589.465604,1889141.700945
4311980536,2017-06-30,2314,,,CA,201710,,TOYT,PU,GO,11000 VISTA DEL MAR,504A,51,80.69B,NO PARKING,73,6430191.991521,1796314.297028
4311991224,2017-07-17,1214,,,IL,201809,,LEXS,PA,WT,621 NORTH MARTEL AVENUE,00449,54,80.69BS,NO PARK/STREET CLEAN,73,6455351.326906,1852478.077791
4312004955,2017-07-05,1008,,,AZ,201806,,SUBA,PA,SL,221 SAN FERNANDO ROAD,00673,56,80.73.2,EXCEED 72HRS-ST,68,6494320.79100071,1850198.73763723
4312013580,2017-07-14,813,,,CA,201710,,HOND,PA,BK,3707 LOCKE AVE,00600,56,80.69BS,NO PARK/STREET CLEAN,73,6507276.20319,1854607.768879
4312016494,2017-07-04,1050,195,,CA,201709,,FORD,PA,WT,6215 MULHOLLAND HWY,00482,54,80.58L,PREFERENTIAL PARKING,68,6463931.682709,1869496.395514
4312033051,2017-07-13,845,,,CA,201805,,TOYT,PA,RD,2307 6TH ST,00101,54,22511.57B,DP- RO NOT PRESENT,363,6477767.952876,1844512.641026
4312048786,2017-07-13,1921,,,CA,10,,MNNI,PA,GY,1701 VISTA ST,00401,54,5200,DISPLAY OF PLATES,25,6455143.498652,1859557.374453
4312058936,2017-07-11,358,,,CA,,,JEEP,PA,BK,4100 WEST BOULEVARD,00500,55,80.56E4+,RED ZONE,93,6456611.443556,1826457.601906
4312097344,2017-07-12,1310,,,CA,201702,,JEEP,PA,WT,1018 DOREEN PL,139B,51,80.69BS,NO PARK/STREET CLEAN,73,6422226.28378,1822750.473667
4312104952,2017-07-11,807,,,CA,201801,,VOLK,PA,WT,4068 WHITSETT AVE,00358,53,80.69BS,NO PARK/STREET CLEAN,73,6439063.924079,1875212.857119
4312127551,2017-07-01,2251,,,CA,201803,,TOYT,PA,WT,7701 MULHOLLAND DRIVE,00310,53,80.69AP+,NO STOP/STANDING,93,6451122.898538,1869479.100385
4312135693,2017-07-13,1008,,,CA,201801,,TOYT,PA,GY,3475 CLARINGTON AVE,00142,51,80.69BS,NO PARK/STREET CLEAN,73,6438952.922617,1833034.521381
4312141444,2017-07-06,911,,,CA,201709,,HYUN,PA,WT,10230 INDEPENDENCE AVE,00338,53,80.69BS,NO PARK/STREET CLEAN,73,6383158.036941,1916051.853562
4312144314,2017-07-10,1020,,,CA,201708,,HOND,PA,BK,1400 TAMARIND AVE,00487,54,80.69BS,NO PARK/STREET CLEAN,73,6465074.40748,1857559.555222
4312157990,2017-07-21,1213,,,CA,201706,,BMW,PA,WT,7410 ZOMBAR AVE,00361,53,80.69BS,NO PARK/STREET CLEAN,73,6420378.357175,1897314.705013
4312169175,2017-07-20,1156,MM318B,,CA,201803,,NISS,PA,BK,601 MASSELIN AV,00471,54,88.03A,OUTSIDE LINES/METER,58,6454905.869071,1846181.918046
4312172863,2017-07-08,935,WW1170,,CA,201802,,MERZ,PA,SL,3663 6TH ST W,00482,54,88.13B+,METER EXP.,63,6470226.728361,1845649.576651
4312181823,2017-07-08,1212,26,,CA,201804,,KIA,PA,GY,2400 VETERAN AVE,00305,51,80.58L,PREFERENTIAL PARKING,68,6431064.1015,1836811.414129
4312185032,2017-07-07,230,,,CA,201612,,SUBA,PA,WT,5940 COSTELLO AVE,00309,53,5204A-,DISPLAY OF TABS,25,6429283.963887,1887560.472785
4312190492,2017-07-10,1846,HO115,,CA,201709,,NISS,PA,RD,1600 N SCHRADER BL,00402,54,88.13B+,METER EXP.,63,6461015.74364,1858853.577248
4312193701,2017-07-21,844,,,CA,201710,,TOYT,PA,WT,1370 VETERAN AVE,00153,51,80.69BS,NO PARK/STREET CLEAN,73,6426850.530425,1842574.456673
4312212962,2017-07-07,1213,,,CA,201711,,TOYT,PA,BK,2041 COMMONWEALTH AVE N,00448,54,80.69BS,NO PARK/STREET CLEAN,73,6475323.062586,1862168.808965
4312238070,2017-07-03,1246,,,CA,201703,,BMW,PA,SL,6932 MURIETTA AVENUE,00361,53,80.69BS,NO PARK/STREET CLEAN,73,6428953.62956082,1894242.48621271
4312251016,2017-07-06,1716,,,CA,201612,,MNNI,PA,BK,1641 IVAR AVE,00402,54,5204A-,DISPLAY OF TABS,25,6462322.362182,1859127.202224
4312274271,2017-07-07,1130,,,CA,8,,FRHT,CM,RD,801 WILSHIRE BLVD,00600,56,80.56E4+,RED ZONE,93,6483469.700558,1840444.916274
4312275704,2017-07-19,1102,CB1404,,CA,,,JEEP,PA,BK,700 HOPE ST S,00600,56,88.13B+,METER EXP.,63,6483607.165488,1839947.811981
4312280486,2017-07-08,1017,,0810,CA,201804,,HOND,PA,GY,515 KELTON AVE,00157,51,80.69C,PARKED OVER TIME LIMIT,58,6424291.191726,1847458.563878
4312286694,2017-07-12,1813,,,CA,201708,,VOLK,PA,GY,132 CHICAGO ST N,00600,56,22500E,BLOCKING DRIVEWAY,68,6497223.994091,1838488.058423
4312300775,2017-07-06,1418,,,CA,201806,,NISS,PA,RD,6900 HAWTHORN AVE,00485,54,80.56E1,WHITE ZONE,58,6458719.509453,1859071.049146
4312303483,2017-07-10,1223,,,CA,201707,,MERZ,PA,BK,1165 WESTWOOD BLVD,00401,51,80.56E4+,RED ZONE,93,6427004.831635,1844341.080242
4312319152,2017-07-02,2000,,,CA,201712,,JEEP,PA,WT,1917 SOUTH GARTH AVENUE,201A,51,5200,DISPLAY OF PLATES,25,6446968.84625262,1838097.15210912
4312320154,2017-07-07,1722,PR22,,ON,201705,,HOND,PA,WT,1200 WOOSTER ST,00105,51,88.13B+,METER EXP.,63,6445789.12373,1842915.981026
4312344260,2017-07-03,1712,,,FL,201509,,KIA,PA,MR,8545 R/O HARGIS ST,00107,51,80.61,STANDNG IN ALLEY,68,,
4312365374,2017-07-15,1801,MM107B,,CA,201709,,KIA,PA,BL,701 COCHRAN AV,00203,51,88.13B+,METER EXP.,63,6456533.158194,1845211.133723
4312367986,2017-07-24,858,,,CA,201712,,LNDR,PA,BK,322 5TH AVE,00135,51,80.69BS,NO PARK/STREET CLEAN,73,6418015.63821,1821946.012773
4312375911,2017-07-12,1210,,,CA,201804,,NISS,PA,GN,960 MANZANITA ST,00441,54,80.69BS,NO PARK/STREET CLEAN,73,6475985.26883,1855309.290032
4312378825,2017-07-10,1040,,,CA,201108,,HOND,PA,SL,600 ALEXANDRIA AVE S,00452,54,80.56E2,YELLOW ZONE,58,6471412.388462,1852080.793882
4312385210,2017-07-24,1922,BF217,,CA,,,CHEV,PA,BK,7501 MELROSE AV,00474,54,88.13B+,METER EXP.,63,6454710.57241,1853005.765452
4312395043,2017-07-22,1103,SC193,,CA,,,AUDI,PA,WT,12200 VENTURA BL,00357,53,88.13B+,METER EXP.,63,6441378.416724,1874792.203
4312400886,2017-07-13,2008,227,,CA,201804,,TOYT,PA,WT,1127 LEMOYNE ST,00600,56,80.58L,PREFERENTIAL PARKING,68,6482819.382487,1850117.668115
4312401111,2017-07-14,2215,,,CA,201801,,TOYT,PA,WT,300 FREMONT AVE N,00600,56,80.69B,NO PARKING,73,6485853.21917,1844384.151199
4312418073,2017-07-10,706,,,CA,201710,,NISS,PA,RD,14150 SHERMAN WAY,00309,53,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163,6414676.680376,1895903.486985
4312419904,2017-07-28,321,,,CA,201805,,NISS,PU,GN,11399 BORDEN AVENUE,00319,53,5200,DISPLAY OF PLATES,25,6437814.435685,1923647.279179
4312431314,2017-07-13,1325,,,CA,201712,,CHEV,PA,GY,5000 W 1ST ST,489R1,54,5200,DISPLAY OF PLATES,25,6464084.14170622,1849066.8498434
4312435315,2017-07-10,1135,,,CA,201710,,FORD,PA,BL,630 MILWOOD AVE,907R,51,22500H,DOUBLE PARKING,68,6420950.898796,1819592.578847
4312438432,2017-07-10,1418,WP8203,,CA,201709,,CADI,PA,WT,23 WASHINGTON BLVD E,00902,51,88.13B+,METER EXP.,63,6420281.859497,1815187.002682
4312443590,2017-07-12,728,,,CA,6,,INFI,PA,WT,1842 SOUTH MAIN STREET,00657,56,80.69AA+,NO STOP/STAND,93,6494922.0422414,1846632.74230256
4312443704,2017-07-13,931,,,CA,6,,FORD,VN,BN,355 SOUTH GRAND AVENUE,00657,56,80.56E4+,RED ZONE,93,6485355.58062,1841491.883411
4312444021,2017-07-11,808,,,CA,4,,MNNI,PA,WT,1432 RICARDO ST N,00631,56,80.69BS,NO PARK/STREET CLEAN,73,6501535.246394,1844031.072909
4312455534,2017-07-15,2319,,,CA,201805,,MAZD,PA,WT,630 SOUTH ARDMORE AVENUE,00402,54,80.66.1D,RESTRICTED TAXI ZONE,68,6470320.430205,1845208.131661
4312469324,2017-07-25,921,,,CA,201802,,TOYT,PA,WT,1325 NORTH SIERRA BONITA AVENUE,00460,54,80.69BS,NO PARK/STREET CLEAN,73,6454517.981675,1857097.098752
4312473605,2017-07-31,1957,,,CA,201807,,HOND,PA,GY,5458 WILSHIRE BLVD,00205,51,80.61,STANDNG IN ALLEY,68,6456475.011128,1845212.729944
4312504755,2017-07-02,1053,111,,CA,201801,,LEXS,PA,WT,3354 FRYMAN ROAD,350R2,53,80.58L,PREFERENTIAL PARKING,68,6443095.86466126,1870586.53223902
4312534192,2017-07-03,1057,,,CA,201806,,HOND,PA,BK,1212 ABBOT KINNEY BLVD,00162,51,80.69BS,NO PARK/STREET CLEAN,73,6419503.155029,1819583.86421
4312538941,2017-07-15,1304,,1049,CA,201711,,CHRY,PA,WT,123 AVENUE 57 N,00641,56,80.69C,PARKED OVER TIME LIMIT,58,6503241.93488,1862386.855972
4312555111,2017-07-14,248,,,CA,,,WINN,MH,WT,16304 SOUTH VERMONT AVENUE,00500,55,80.73.2,EXCEED 72HRS-ST,68,6473253.54485562,1780063.6544954
4312568201,2017-07-23,2341,,,CA,201704,,HOND,PA,GY,1410 MCCADDEN PL N,402A,54,80.69AP+,NO STOP/STANDING,93,6459335.165994,1857646.112616
4312575094,2017-07-10,921,,,CA,201803,,TOYT,PA,GY,15240 WEDDINGTON STREET,00365,53,80.69BS,NO PARK/STREET CLEAN,73,6421457.94033225,1883585.0777594
4312580215,2017-07-11,1838,137,,CA,201801,,VOLK,PA,BK,1440 SIERRA BONITA AVE S,00203,51,80.58L,PREFERENTIAL PARKING,68,6452879.988235,1840300.092794
4312584194,2017-07-01,1227,,,CA,,,TOYT,PA,BK,945 BROXTON AVE,00401,51,80.56E2,YELLOW ZONE,58,6426270.590878,1845663.672228
4312590870,2017-07-01,1239,NH480C,,CA,201804,,NISS,PA,BK,5201 LANKERSHIM BL,350R2,53,88.13B+,METER EXP.,63,6448338.22848,1882603.962959
4312595851,2017-07-20,925,,,CA,201801,,TOYT,PU,RD,5618 IRVINGTON PL,00675,56,80.69BS,NO PARK/STREET CLEAN,73,6502019.432252,1864423.917996
4312596326,2017-07-25,822,,,CA,201804,,DODG,PA,WT,13910 LA RUE ST,340R,53,80.69BS,NO PARK/STREET CLEAN,73,6429853.051616,1923621.385145
4312622355,2017-07-14,1644,96,,AZ,201802,,DODG,PA,BL,1737 NORTH ORANGE DRIVE,00483,54,80.58L,PREFERENTIAL PARKING,68,6458210.982831,1859855.113467
4312648896,2017-07-17,1450,,1105,CA,201710,,TOYT,PA,GN,9315 DARBY AVE,00382,53,80.69C,PARKED OVER TIME LIMIT,58,6400303.694664,1909925.314659
4312656552,2017-07-05,708,51,,CA,201802,,ACUR,PA,BL,4324 ALLOTT AVENUE,00309,53,80.58L,PREFERENTIAL PARKING,68,6432183.35414,1876614.319631
4312661091,2017-07-06,1753,,1647,CA,201712,,CHEV,PA,WT,18951 NAPA ST,00310,53,80.69C,PARKED OVER TIME LIMIT,58,6396433.031057,1905228.477091
4312662200,2017-07-13,2005,,,CA,201805,,FORD,PU,BK,9701 GEYSER AVENUE,00310,53,80.69.2,COMM VEH OVER TIME LIMIT,78,6397700.97760552,1912765.34593959
4312665840,2017-07-17,925,,,CA,5,,HYUN,PA,BL,6211 W  ORANGE ST,478R2,54,80.69BS,NO PARK/STREET CLEAN,73,6451591.276221,1845967.125646
4312670880,2017-07-17,1157,,,CA,201702,,JEEP,TK,SL,320 INDIANA AVENUE,00906,51,5204A-,DISPLAY OF TABS,25,6418066.634107,1820480.96855
4312681446,2017-07-11,1024,,,CA,3,,MERZ,PA,GY,2905 BALDWIN ST,00661,56,80.69BS,NO PARK/STREET CLEAN,73,6497587.076121,1847987.229146
4312698740,2017-07-22,1036,WH421,,CA,201705,,FORD,PA,BK,22890 VENTURA BL,378R1,53,88.13B+,METER EXP.,63,6372318.954151,1883091.779584
4312717415,2017-07-25,1136,,,CA,201711,,LNDR,PA,WT,2500 OVERLAND AVE,00183,51,80.69BS,NO PARK/STREET CLEAN,73,6433317.65422,1837341.166884
4312719762,2017-07-27,1304,,,CA,201612,,TOYT,PA,BK,1200 COMSTOCK AVE,00153,51,5204A-,DISPLAY OF TABS,25,6432837.286994,1847392.92103
4312728932,2017-07-21,1114,,,CA,8,,AUDI,PA,BK,4421 W LOCKWOOD AVE,00445,54,80.69BS,NO PARK/STREET CLEAN,73,6473931.209132,1854796.29864
4312733961,2017-07-19,231,,,CA,201706,,INTL,CM,WT,15701 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475844.106205,1781018.765997
4312737575,2017-07-11,1432,,,CA,201709,,TOYT,PA,BK,11600 INDIAN HILLS ROAD,00334,53,80.69B,NO PARKING,73,6423031.40937,1924840.615441
4312762742,2017-07-14,1219,MV176,,CA,201802,,HOND,PA,BK,3809 GRAND VIEW BL,00138,51,88.13B+,METER EXP.,63,6431004.693035,1824395.792792
4312771411,2017-07-20,916,,,CA,201802,,ACUR,PA,RD,1613 38TH PL W,534H,55,80.69BS,NO PARK/STREET CLEAN,73,,
4312798011,2017-07-27,1211,,,CA,,,KIA,PA,GY,5833 WEST 95TH STREET,161R,51,80.69BS,NO PARK/STREET CLEAN,73,6445142.007605,1804525.239304
4312800133,2017-07-09,53,,,CA,,,DODG,PA,BK,10900 VISTA DEL MAR,504A,51,80.69B,NO PARKING,73,6430147.855551,1796419.885918
4312807811,2017-07-28,811,SVV226,,CA,201805,,TOYT,PA,WT,4601 VERMONT PL,00477,54,88.13B+,METER EXP.,63,6473804.506487,1856147.520331
4312827105,2017-07-27,315,78,,CA,201707,,BMW,PA,WT,454 DETROIT ST S,00401,54,80.58L,PREFERENTIAL PARKING,68,6457147.320905,1846705.2005
4312827282,2017-07-28,1131,SV332,,CA,,,VOLK,PA,BK,6101 SUNSET BL,00495,54,88.13B+,METER EXP.,63,6464094.077059,1858210.328911
4312844653,2017-07-12,2113,,,CA,201711,,STRN,PA,GY,9169 SEPULVEDA WESTWAY,00204,51,80.69AA+,NO STOP/STAND,93,6440988.363286,1805767.937348
4312850360,2017-07-21,401,550,,CA,,,MAZD,PA,BK,265 MANHATTAN PL S,00401,54,80.58L,PREFERENTIAL PARKING,68,6467673.355852,1847897.065968
4312859121,2017-07-26,2128,D,,CA,201712,,VOLK,PA,SL,1336 SUTHERLAND ST,00600,56,80.58L,PREFERENTIAL PARKING,68,6485038.142026,1850039.337709
4312873666,2017-07-31,1557,BF579,,CA,201706,,SUBA,PA,BL,700 HARPER AV N,00492,54,88.13B+,METER EXP.,63,6449915.573628,1853047.012013
4312879421,2017-07-11,1232,,,CA,201705,,NISS,PA,WT,7620 FALLBROOK AVE,00371,53,80.69BS,NO PARK/STREET CLEAN,73,6373178.23381244,1898937.77257129
4312887364,2017-07-25,952,SV416,,CA,,,CADI,PA,SL,1200 VINE ST,00488,54,88.13B+,METER EXP.,63,6462773.696933,1856224.309068
4312891306,2017-07-20,1251,LT224,,CA,201804,,HOND,PA,RD,400 3RD ST E,00667,56,88.03A,OUTSIDE LINES/METER,58,6486214.124408,1841275.009516
4312892485,2017-07-11,1337,,,CA,3,,INFI,PA,BK,1231 MASSELIN AVE,00301,51,80.69BS,NO PARK/STREET CLEAN,73,6453553.011906,1841836.004051
4312894666,2017-07-05,901,,,CA,201708,,NISS,PA,BK,11970 BORDEN AVE,00352,53,80.69BS,NO PARK/STREET CLEAN,73,6434667.339735,1927259.545381
4312899080,2017-07-29,1253,13,,CA,201804,,NISS,PA,WT,333 KINGS ROAD N,00495,54,80.58L,PREFERENTIAL PARKING,68,6448979.344101,1850517.614464
4312911470,2017-07-28,1018,YO30,,CA,201803,,HOND,PA,BK,5027 YORK BL E,00672,56,88.13B+,METER EXP.,63,6499221.659092,1866614.407416
4312912365,2017-07-19,1008,,,CA,,,HOND,PA,WT,5302 FERNWOOD AVE,00443,54,80.69BS,NO PARK/STREET CLEAN,73,,
4312925046,2017-07-18,1943,,,CA,201703,,TSMR,PA,BL,408 EAST 2ND STREET,00600,56,5204A-,DISPLAY OF TABS,25,6489205.079721,1839806.430512
4312941393,2017-07-19,1047,,0829,CA,201803,,JEEP,PA,SL,1501 MCCADDEN PL,00485,54,80.69C,PARKED OVER TIME LIMIT,58,6459472.319044,1858208.75859
4312948916,2017-07-13,2325,,,CA,201803,,FORD,PA,WT,100 NEW HAMPSHIRE AVE S,00401,54,80.56E4+,RED ZONE,93,6472951.607024,1848978.576401
4312956535,2017-07-31,2029,BW106,,CA,201803,,MERZ,PA,BK,11600 BARRINGTON CT W,00202,51,88.13B+,METER EXP.,63,6419538.331831,1846455.321934
4312958436,2017-07-20,1730,MM591,,CA,201711,,NISS,PA,BL,709 GENESEE AV S,00205,51,88.13B+,METER EXP.,63,6452786.446945,1845160.472297
4312965160,2017-07-26,818,,,CA,201801,,FORD,PA,BK,825 30TH ST W,00536,55,80.69BS,NO PARK/STREET CLEAN,73,6471567.62787942,1719670.08403194
